url
http://www.yellowpages.ca/bus/Alberta/Calgary/Skyview-Ranch-Dental-Clinic/7592993.html?what=dentist&where=Calgary%2C+AB&useContext=true
http://www.yellowpages.ca/bus/Alberta/Calgary/Avenue-14-Dental-Studio/2624908.html?what=dentist&where=Calgary%2C+AB&useContext=true
